Prot_ID	Secretion_Signal	TargetP_Location	CAMPR3_SVM	CAMPR3_RF	XXX	CAMPR3_ANN	CAMPR3_DA	iAMPred_AntiBacterial	iAMPred_AntiViral	iAMPred_AntiFungal	DBAASP	SecretomeP
EmuJ_000024200.1	OTHER	S	0	0	XXX	0	0	0.250	0.564	0.412	0	1
EmuJ_000024300.1	OTHER	_	0	0	XXX	0	0	0.042	0.079	0.086	0	0
EmuJ_000025100.1	OTHER	S	0	0	XXX	0	0	0.274	0.343	0.111	0	0
EmuJ_000025300.1	OTHER	_	0	0	XXX	0	0	0.211	0.160	0.333	0	0
EmuJ_000026400.1	OTHER	_	0	0	XXX	0	0	0.065	0.136	0.162	0	0
EmuJ_000027100.1	OTHER	M	0	0	XXX	0	0	0.241	0.415	0.106	1	0
EmuJ_000032400.1	OTHER	M	0	1	XXX	0	1	0.051	0.286	0.033	0	1
EmuJ_000035100.1	OTHER	M	0	1	XXX	0	1	0.073	0.221	0.224	0	0
EmuJ_000035500.1	OTHER	S	1	0	XXX	1	0	0.165	0.194	0.084	0	0
EmuJ_000035600.1	OTHER	_	0	0	XXX	0	0	0.031	0.086	0.048	0	0
EmuJ_000036200.1	OTHER	_	0	0	XXX	0	0	0.010	0.210	0.023	0	0
EmuJ_000040500.1	OTHER	_	0	0	XXX	0	0	0.785	0.723	0.728	0	0
EmuJ_000041350.1	OTHER	M	0	0	XXX	0	0	0.836	0.764	0.929	0	0
EmuJ_000042000.1	OTHER	_	0	0	XXX	0	0	0.148	0.474	0.089	0	0
EmuJ_000043300.1	OTHER	M	0	1	XXX	1	1	0.212	0.314	0.412	0	0
EmuJ_000043400.1	SP(Sec/SPI)	S	0	1	XXX	0	0	0.071	0.560	0.049	0	0
EmuJ_000045600.1	OTHER	S	1	1	XXX	1	1	0.732	0.798	0.652	0	0
EmuJ_000046700.1	OTHER	_	0	1	XXX	0	0	0.567	0.386	0.343	0	0
EmuJ_000047400.1	OTHER	S	1	1	XXX	0	1	0.043	0.317	0.189	0	1
EmuJ_000049900.1	OTHER	M	0	0	XXX	0	0	0.293	0.050	0.038	0	0
EmuJ_000050500.1	OTHER	S	1	1	XXX	0	1	0.042	0.291	0.174	0	1
EmuJ_000052200.1	OTHER	_	1	1	XXX	0	1	0.140	0.263	0.074	0	0
EmuJ_000052600.1	OTHER	M	0	0	XXX	0	0	0.033	0.197	0.029	0	0
EmuJ_000052800.1	OTHER	_	0	0	XXX	0	0	0.031	0.124	0.085	0	0
EmuJ_000053300.1	OTHER	M	1	1	XXX	0	1	0.168	0.599	0.371	0	0
EmuJ_000055700.1	OTHER	S	0	0	XXX	0	0	0.252	0.334	0.121	0	0
EmuJ_000055800.1	OTHER	S	0	0	XXX	0	0	0.103	0.559	0.066	0	1
EmuJ_000059300.1	OTHER	_	1	1	XXX	1	1	0.998	0.974	0.996	0	0
EmuJ_000062900.1	OTHER	M	1	1	XXX	0	1	0.695	0.900	0.711	0	0
EmuJ_000063300.1	OTHER	M	1	1	XXX	0	0	0.391	0.480	0.601	0	1
EmuJ_000065200.1	OTHER	S	1	1	XXX	0	1	0.332	0.593	0.351	0	1
EmuJ_000068400.1	OTHER	M	1	1	XXX	1	1	0.466	0.319	0.546	0	0
EmuJ_000069290.1	OTHER	S	0	0	XXX	0	0	0.340	0.549	0.432	0	0
EmuJ_000069310.1	OTHER	M	0	0	XXX	0	0	0.075	0.302	0.133	1	0
EmuJ_000069420.1	OTHER	_	1	1	XXX	0	1	0.991	0.972	0.963	0	0
EmuJ_000069700.1	OTHER	S	0	1	XXX	0	0	0.082	0.177	0.064	0	0
EmuJ_000070800.1	OTHER	_	0	0	XXX	0	0	0.141	0.327	0.142	0	0
EmuJ_000071100.1	OTHER	_	1	1	XXX	0	1	0.514	0.656	0.615	0	0
EmuJ_000071300.1	OTHER	_	1	1	XXX	0	0	0.677	0.817	0.473	0	0
EmuJ_000071400.1	OTHER	_	1	1	XXX	0	0	0.731	0.752	0.806	0	0
EmuJ_000071500.1	OTHER	_	0	1	XXX	0	0	0.739	0.712	0.699	0	0
EmuJ_000073600.1	OTHER	_	0	0	XXX	0	0	0.172	0.148	0.134	0	0
EmuJ_000074600.1	OTHER	_	1	1	XXX	0	1	0.662	0.821	0.811	0	0
EmuJ_000075500.1	OTHER	_	1	1	XXX	0	1	0.044	0.577	0.118	1	0
EmuJ_000076000.1	SP(Sec/SPI)	S	0	1	XXX	0	0	0.103	0.253	0.135	0	0
EmuJ_000076300.1	OTHER	M	0	1	XXX	0	0	0.205	0.641	0.587	0	0
EmuJ_000078500.1	OTHER	_	0	1	XXX	0	1	0.367	0.422	0.201	0	0
EmuJ_000082700.1	OTHER	M	1	1	XXX	1	1	0.895	0.964	0.925	0	0
EmuJ_000083100.1	OTHER	_	1	1	XXX	0	0	0.019	0.290	0.058	0	0
EmuJ_000084700.1	OTHER	_	1	1	XXX	0	1	0.145	0.396	0.407	0	0
EmuJ_000084900.1	OTHER	_	0	1	XXX	0	1	0.197	0.400	0.163	0	1
EmuJ_000088700.1	OTHER	_	1	1	XXX	1	1	0.559	0.686	0.313	0	0
EmuJ_000088900.1	OTHER	_	1	0	XXX	0	0	0.414	0.256	0.604	0	0
EmuJ_000089700.1	OTHER	M	1	1	XXX	1	1	0.495	0.741	0.870	1	0
EmuJ_000090000.1	OTHER	_	0	0	XXX	0	0	0.382	0.716	0.127	0	0
EmuJ_000091400.1	OTHER	_	0	0	XXX	0	0	0.007	0.126	0.024	1	0
EmuJ_000092400.1	SP(Sec/SPI)	S	0	0	XXX	0	0	0.170	0.230	0.116	0	1
EmuJ_000093500.1	OTHER	_	0	0	XXX	0	0	0.078	0.459	0.046	0	0
EmuJ_000094100.1	OTHER	S	1	1	XXX	0	1	0.857	0.868	0.699	0	1
EmuJ_000096400.1	OTHER	_	0	0	XXX	0	0	0.899	0.775	0.665	1	0
EmuJ_000096800.1	OTHER	M	0	0	XXX	0	0	0.252	0.574	0.477	1	0
EmuJ_000097100.1	OTHER	_	1	1	XXX	0	0	0.564	0.879	0.531	0	0
EmuJ_000097700.1	OTHER	_	0	1	XXX	0	0	0.974	0.941	0.939	0	0
EmuJ_000100700.1	OTHER	_	1	1	XXX	0	1	0.761	0.861	0.813	0	1
EmuJ_000102800.1	OTHER	M	0	0	XXX	0	0	0.173	0.483	0.211	0	1
EmuJ_000103200.1	OTHER	_	0	0	XXX	0	0	0.551	0.557	0.286	0	0
EmuJ_000103300.1	OTHER	_	0	0	XXX	0	0	0.551	0.557	0.286	0	0
EmuJ_000103900.1	OTHER	_	0	1	XXX	0	0	0.019	0.202	0.042	0	0
EmuJ_000104100.1	OTHER	_	1	1	XXX	0	0	0.560	0.687	0.333	0	0
EmuJ_000105800.1	OTHER	_	0	0	XXX	0	0	0.051	0.100	0.151	0	0
EmuJ_000106700.1	SP(Sec/SPI)	S	0	1	XXX	0	0	0.169	0.295	0.166	0	0
EmuJ_000108800.1	OTHER	_	1	1	XXX	1	0	0.981	0.565	0.928	0	0
EmuJ_000109000.1	OTHER	_	1	0	XXX	1	0	0.804	0.364	0.427	0	0
EmuJ_000114300.1	OTHER	_	1	1	XXX	0	1	0.300	0.535	0.182	0	0
EmuJ_000121100.1	OTHER	_	0	0	XXX	0	0	0.085	0.139	0.049	0	0
EmuJ_000122600.1	OTHER	_	1	1	XXX	1	1	0.836	0.858	0.913	0	1
EmuJ_000124400.1	OTHER	_	1	1	XXX	0	1	0.357	0.710	0.463	1	0
EmuJ_000126800.1	OTHER	_	0	0	XXX	0	0	0.354	0.424	0.130	0	0
EmuJ_000128300.1	OTHER	_	0	0	XXX	0	0	0.015	0.239	0.052	0	0
EmuJ_000128600.1	OTHER	_	0	0	XXX	0	0	0.117	0.445	0.058	0	0
EmuJ_000128800.1	OTHER	_	0	0	XXX	0	0	0.063	0.114	0.036	0	0
EmuJ_000129300.1	OTHER	_	1	1	XXX	0	1	0.587	0.727	0.557	0	0
EmuJ_000132200.1	OTHER	M	1	1	XXX	1	1	0.797	0.940	0.944	1	0
EmuJ_000135200.1	OTHER	_	1	1	XXX	0	1	0.887	0.782	0.806	0	0
EmuJ_000135500.1	OTHER	_	1	1	XXX	1	1	0.929	0.613	0.830	0	0
EmuJ_000135600.1	OTHER	_	1	1	XXX	1	1	0.929	0.613	0.830	0	0
EmuJ_000135800.1	OTHER	_	0	0	XXX	0	0	0.004	0.140	0.009	0	0
EmuJ_000150900.1	OTHER	_	0	0	XXX	0	0	0.203	0.165	0.083	0	0
EmuJ_000152100.1	OTHER	M	1	1	XXX	1	1	0.601	0.758	0.603	0	0
EmuJ_000153800.1	OTHER	M	0	0	XXX	0	0	0.156	0.413	0.148	0	0
EmuJ_000155100.1	OTHER	_	1	1	XXX	0	1	0.118	0.431	0.461	0	0
EmuJ_000155300.1	OTHER	_	1	1	XXX	0	0	0.029	0.149	0.025	0	0
EmuJ_000156700.1	OTHER	M	1	1	XXX	0	1	0.327	0.690	0.312	1	0
EmuJ_000157000.1	OTHER	M	1	1	XXX	0	0	0.171	0.537	0.277	0	0
EmuJ_000159200.1	OTHER	_	1	1	XXX	0	1	0.942	0.957	0.823	0	0
EmuJ_000161200.1	OTHER	S	0	1	XXX	0	1	0.063	0.118	0.101	0	0
EmuJ_000161600.1	SP(Sec/SPI)	S	0	1	XXX	0	1	0.034	0.083	0.018	0	0
EmuJ_000161700.1	SP(Sec/SPI)	S	0	1	XXX	0	1	0.034	0.083	0.018	0	0
EmuJ_000161800.1	OTHER	M	0	0	XXX	0	0	0.009	0.059	0.020	1	1
EmuJ_000164400.1	OTHER	_	0	0	XXX	0	0	0.036	0.341	0.022	0	0
EmuJ_000164600.1	OTHER	_	0	1	XXX	0	0	0.155	0.464	0.063	0	1
EmuJ_000166000.1	OTHER	M	0	1	XXX	1	0	0.678	0.446	0.730	0	0
EmuJ_000166100.1	OTHER	_	0	0	XXX	1	0	0.493	0.785	0.474	1	1
EmuJ_000166900.1	SP(Sec/SPI)	S	0	0	XXX	0	0	0.026	0.152	0.015	0	0
EmuJ_000167000.1	OTHER	_	1	1	XXX	0	0	0.070	0.258	0.042	0	0
EmuJ_000168600.1	OTHER	_	0	1	XXX	0	0	0.238	0.438	0.320	0	0
EmuJ_000169900.1	OTHER	S	1	1	XXX	0	1	0.310	0.725	0.143	0	0
EmuJ_000170500.1	OTHER	_	1	1	XXX	1	1	0.863	0.830	0.908	1	0
EmuJ_000171700.1	OTHER	M	0	0	XXX	0	0	0.158	0.514	0.295	0	0
EmuJ_000173400.1	OTHER	_	0	0	XXX	0	0	0.029	0.314	0.014	0	0
EmuJ_000176100.1	OTHER	S	0	0	XXX	0	0	0.033	0.135	0.009	0	1
EmuJ_000178900.1	OTHER	_	0	0	XXX	0	0	0.286	0.312	0.424	0	0
EmuJ_000179100.1	OTHER	S	0	0	XXX	0	0	0.199	0.369	0.197	0	0
EmuJ_000179900.1	SP(Sec/SPI)	S	1	1	XXX	0	1	0.205	0.339	0.158	0	1
EmuJ_000181000.1	OTHER	_	0	0	XXX	0	0	0.177	0.775	0.429	0	0
EmuJ_000181700.1	OTHER	M	1	1	XXX	0	1	0.077	0.615	0.302	0	0
EmuJ_000183700.1	OTHER	_	1	1	XXX	1	1	0.994	0.926	0.982	0	0
EmuJ_000183800.1	OTHER	_	1	1	XXX	1	1	0.559	0.799	0.876	0	0
EmuJ_000185400.1	SP(Sec/SPI)	S	0	1	XXX	0	0	0.017	0.189	0.054	0	0
EmuJ_000185700.1	SP(Sec/SPI)	S	1	1	XXX	0	1	0.061	0.196	0.102	0	0
EmuJ_000185800.1	OTHER	_	0	0	XXX	0	0	0.843	0.623	0.827	0	0
EmuJ_000186100.1	OTHER	_	1	1	XXX	0	1	0.776	0.903	0.754	1	0
EmuJ_000189250.1	OTHER	S	1	0	XXX	0	1	0.261	0.416	0.315	0	0
EmuJ_000191400.1	OTHER	_	0	1	XXX	0	0	0.169	0.286	0.278	0	0
EmuJ_000193900.1	OTHER	_	1	1	XXX	0	0	0.021	0.386	0.114	1	0
EmuJ_000194400.1	OTHER	_	1	1	XXX	0	1	0.418	0.570	0.711	0	0
EmuJ_000196700.1	OTHER	M	1	1	XXX	1	1	0.796	0.901	0.939	0	0
EmuJ_000197000.1	OTHER	_	0	1	XXX	0	0	0.683	0.519	0.348	0	0
EmuJ_000197800.1	OTHER	_	0	1	XXX	0	1	0.179	0.341	0.099	0	0
EmuJ_000197900.1	OTHER	_	0	1	XXX	0	1	0.179	0.341	0.099	0	0
EmuJ_000198600.1	OTHER	_	1	1	XXX	1	0	0.875	0.715	0.834	1	0
EmuJ_000201000.1	OTHER	_	0	0	XXX	0	0	0.069	0.574	0.065	0	0
EmuJ_000202300.1	OTHER	_	1	1	XXX	0	0	0.017	0.062	0.048	0	0
EmuJ_000205200.1	SP(Sec/SPI)	S	0	1	XXX	0	0	0.140	0.221	0.133	0	0
EmuJ_000205800.1	OTHER	M	1	1	XXX	1	1	0.279	0.781	0.429	0	0
EmuJ_000208900.1	OTHER	S	0	1	XXX	0	0	0.118	0.400	0.361	0	0
EmuJ_000209300.1	OTHER	_	1	1	XXX	0	0	0.532	0.731	0.864	1	0
EmuJ_000209800.1	OTHER	_	1	1	XXX	0	0	0.590	0.763	0.306	0	0
EmuJ_000210500.1	OTHER	_	0	1	XXX	0	0	0.067	0.187	0.048	0	0
EmuJ_000213750.1	OTHER	_	0	0	XXX	1	0	0.328	0.630	0.333	0	0
EmuJ_000214400.1	OTHER	_	0	0	XXX	0	0	0.054	0.210	0.102	0	0
EmuJ_000214500.1	OTHER	M	1	1	XXX	0	1	0.116	0.635	0.257	0	0
EmuJ_000215700.1	OTHER	_	0	1	XXX	0	1	0.008	0.303	0.026	1	1
EmuJ_000216100.1	OTHER	_	0	1	XXX	0	1	0.634	0.720	0.792	0	0
EmuJ_000216900.1	SP(Sec/SPI)	S	1	1	XXX	0	0	0.324	0.328	0.441	0	0
EmuJ_000218000.1	SP(Sec/SPI)	S	1	1	XXX	0	1	0.061	0.245	0.127	0	0
EmuJ_000220000.1	OTHER	_	0	1	XXX	0	0	0.769	0.557	0.562	0	0
EmuJ_000220600.1	OTHER	S	0	0	XXX	0	0	0.035	0.280	0.018	0	0
EmuJ_000221100.1	OTHER	_	1	0	XXX	1	0	0.486	0.803	0.447	0	0
EmuJ_000222400.1	OTHER	_	1	0	XXX	1	1	0.756	0.699	0.646	0	0
EmuJ_000225000.1	OTHER	_	1	1	XXX	0	1	0.690	0.840	0.661	0	0
EmuJ_000225600.1	OTHER	_	0	0	XXX	1	0	0.301	0.437	0.572	1	0
EmuJ_000227500.1	OTHER	_	0	0	XXX	0	0	0.041	0.318	0.110	0	0
EmuJ_000229800.1	SP(Sec/SPI)	S	0	0	XXX	0	0	0.145	0.447	0.201	0	0
EmuJ_000230500.1	OTHER	_	0	0	XXX	0	0	0.047	0.261	0.036	0	0
EmuJ_000230700.1	OTHER	_	0	0	XXX	0	0	0.044	0.199	0.030	0	0
EmuJ_000231200.1	OTHER	_	0	0	XXX	0	1	0.200	0.318	0.641	1	0
EmuJ_000232850.1	OTHER	_	0	0	XXX	0	0	0.039	0.116	0.095	0	0
EmuJ_000234200.1	OTHER	M	0	0	XXX	0	0	0.468	0.317	0.433	1	0
EmuJ_000234500.1	OTHER	M	1	1	XXX	1	0	0.705	0.905	0.803	0	0
EmuJ_000239700.1	SP(Sec/SPI)	S	0	0	XXX	0	0	0.064	0.195	0.095	0	1
EmuJ_000240300.1	SP(Sec/SPI)	S	1	1	XXX	0	0	0.191	0.297	0.158	0	1
EmuJ_000240500.1	OTHER	_	0	0	XXX	0	0	0.066	0.167	0.048	0	0
EmuJ_000240800.1	OTHER	_	0	0	XXX	0	0	0.021	0.190	0.042	0	0
EmuJ_000241200.1	OTHER	_	0	0	XXX	0	0	0.008	0.114	0.015	0	0
EmuJ_000241600.1	OTHER	_	0	1	XXX	0	0	0.413	0.492	0.423	0	0
EmuJ_000241700.1	OTHER	M	1	1	XXX	0	1	0.805	0.878	0.886	0	0
EmuJ_000244150.1	OTHER	_	0	1	XXX	0	0	0.487	0.634	0.785	0	0
EmuJ_000246200.1	OTHER	_	1	1	XXX	0	0	0.106	0.152	0.041	0	0
EmuJ_000246700.1	OTHER	M	1	1	XXX	0	1	0.820	0.846	0.693	0	1
EmuJ_000248800.1	OTHER	_	0	1	XXX	0	1	0.064	0.277	0.037	0	0
EmuJ_000250700.1	OTHER	M	0	0	XXX	0	0	0.008	0.018	0.018	0	0
EmuJ_000254500.1	OTHER	_	0	0	XXX	0	0	0.153	0.435	0.343	0	0
EmuJ_000254900.1	OTHER	_	0	1	XXX	0	0	0.057	0.145	0.106	0	0
EmuJ_000256900.1	OTHER	S	0	0	XXX	0	0	0.063	0.196	0.029	0	0
EmuJ_000257300.1	OTHER	S	1	1	XXX	0	1	0.857	0.924	0.811	1	1
EmuJ_000258000.1	OTHER	_	1	1	XXX	1	0	0.915	0.920	0.932	0	1
EmuJ_000258100.1	OTHER	S	1	1	XXX	0	0	0.330	0.759	0.469	0	0
EmuJ_000260300.1	OTHER	M	1	1	XXX	0	1	0.191	0.743	0.301	0	0
EmuJ_000260500.1	SP(Sec/SPI)	S	0	0	XXX	0	0	0.045	0.119	0.101	0	0
EmuJ_000263600.1	OTHER	_	1	1	XXX	1	1	0.212	0.726	0.668	0	0
EmuJ_000263800.1	OTHER	_	0	1	XXX	0	0	0.114	0.248	0.147	0	0
EmuJ_000264400.1	SP(Sec/SPI)	S	1	1	XXX	0	0	0.188	0.533	0.356	0	0
EmuJ_000264600.1	SP(Sec/SPI)	S	0	0	XXX	1	0	0.157	0.359	0.130	0	0
EmuJ_000264800.1	OTHER	M	1	1	XXX	1	1	0.820	0.777	0.882	0	0
EmuJ_000265100.1	OTHER	_	0	0	XXX	0	0	0.796	0.323	0.750	1	0
EmuJ_000267600.1	OTHER	_	0	0	XXX	0	0	0.158	0.260	0.094	0	0
EmuJ_000269500.1	SP(Sec/SPI)	S	0	0	XXX	0	0	0.030	0.049	0.039	0	1
EmuJ_000270800.1	OTHER	_	0	0	XXX	1	0	0.302	0.386	0.103	0	0
EmuJ_000271000.1	OTHER	_	0	0	XXX	1	0	0.512	0.575	0.216	0	0
EmuJ_000271100.1	OTHER	_	0	0	XXX	0	0	0.155	0.274	0.100	0	0
EmuJ_000271200.1	OTHER	_	0	0	XXX	0	0	0.193	0.332	0.109	0	0
EmuJ_000272800.1	OTHER	_	0	0	XXX	0	0	0.218	0.125	0.554	1	0
EmuJ_000274100.1	OTHER	_	0	1	XXX	0	1	0.304	0.463	0.343	0	0
EmuJ_000274400.1	OTHER	_	0	0	XXX	0	0	0.069	0.104	0.079	0	0
EmuJ_000276000.1	OTHER	_	0	0	XXX	0	0	0.257	0.442	0.146	0	0
EmuJ_000279000.1	OTHER	_	0	0	XXX	0	0	0.082	0.191	0.256	0	0
EmuJ_000280200.1	OTHER	_	1	1	XXX	0	0	0.308	0.316	0.352	1	0
EmuJ_000282900.1	OTHER	_	1	1	XXX	0	1	0.041	0.182	0.101	1	0
EmuJ_000283600.1	OTHER	S	0	0	XXX	0	0	0.500	0.500	0.359	1	0
EmuJ_000283900.1	OTHER	S	0	0	XXX	1	0	0.557	0.771	0.508	0	0
EmuJ_000284100.1	OTHER	S	0	0	XXX	0	0	0.803	0.843	0.471	0	0
EmuJ_000284600.1	OTHER	S	0	1	XXX	0	1	0.007	0.210	0.018	0	0
EmuJ_000285200.1	OTHER	_	0	0	XXX	0	0	0.034	0.133	0.060	1	0
EmuJ_000285300.1	OTHER	_	1	1	XXX	1	1	0.570	0.739	0.136	0	0
EmuJ_000286400.1	OTHER	_	0	0	XXX	0	0	0.043	0.084	0.026	0	1
EmuJ_000289600.1	OTHER	_	1	1	XXX	0	0	0.120	0.614	0.352	0	0
EmuJ_000291400.1	OTHER	_	0	0	XXX	0	0	0.277	0.386	0.238	0	0
EmuJ_000293600.1	OTHER	S	0	0	XXX	0	0	0.046	0.334	0.047	0	0
EmuJ_000293900.1	OTHER	_	1	1	XXX	0	1	0.472	0.690	0.478	0	1
EmuJ_000295700.1	OTHER	_	0	0	XXX	0	0	0.242	0.311	0.035	0	0
EmuJ_000296100.1	OTHER	M	1	1	XXX	1	1	0.190	0.500	0.282	1	0
EmuJ_000296400.1	OTHER	_	0	0	XXX	0	0	0.255	0.465	0.467	1	0
EmuJ_000297000.1	OTHER	_	1	1	XXX	1	1	0.992	0.961	0.995	0	0
EmuJ_000298700.1	OTHER	M	0	1	XXX	0	1	0.073	0.254	0.209	0	0
EmuJ_000299000.1	OTHER	S	1	1	XXX	0	1	0.042	0.291	0.174	0	1
EmuJ_000299300.1	OTHER	_	1	1	XXX	1	1	0.781	0.887	0.707	1	0
EmuJ_000300100.1	OTHER	_	0	0	XXX	0	0	0.026	0.086	0.035	0	0
EmuJ_000300400.1	OTHER	_	0	0	XXX	0	0	0.747	0.915	0.407	0	0
EmuJ_000301300.1	OTHER	_	0	0	XXX	0	0	0.071	0.614	0.251	0	0
EmuJ_000304200.1	OTHER	_	0	1	XXX	0	0	0.368	0.617	0.354	0	0
EmuJ_000304500.1	OTHER	_	0	1	XXX	0	0	0.226	0.532	0.105	0	0
EmuJ_000304600.1	OTHER	_	0	0	XXX	0	0	0.058	0.392	0.085	0	0
EmuJ_000304700.1	OTHER	_	0	0	XXX	0	0	0.616	0.399	0.266	0	0
EmuJ_000305700.1	OTHER	_	0	0	XXX	0	0	0.434	0.542	0.374	0	0
EmuJ_000306000.1	OTHER	_	0	0	XXX	1	0	0.333	0.803	0.440	1	0
EmuJ_000306400.1	OTHER	M	1	1	XXX	0	1	0.768	0.700	0.716	0	0
EmuJ_000308600.1	OTHER	S	0	0	XXX	0	0	0.096	0.141	0.026	0	0
EmuJ_000308800.1	OTHER	_	0	0	XXX	0	0	0.025	0.127	0.048	0	0
EmuJ_000312800.1	OTHER	M	0	0	XXX	0	0	0.232	0.481	0.233	0	1
EmuJ_000313000.1	OTHER	_	0	0	XXX	0	0	0.053	0.160	0.109	0	0
EmuJ_000315100.1	OTHER	_	0	0	XXX	0	0	0.079	0.396	0.069	0	0
EmuJ_000315500.1	SP(Sec/SPI)	S	0	0	XXX	0	0	0.048	0.241	0.082	0	0
EmuJ_000316100.1	OTHER	_	1	1	XXX	0	0	0.456	0.643	0.345	0	0
EmuJ_000316500.1	SP(Sec/SPI)	S	1	1	XXX	0	1	0.014	0.094	0.032	0	1
EmuJ_000316800.1	OTHER	_	1	1	XXX	0	0	0.100	0.539	0.062	0	0
EmuJ_000317000.1	OTHER	S	0	0	XXX	0	0	0.117	0.248	0.167	0	0
EmuJ_000318500.1	OTHER	_	1	1	XXX	0	1	0.662	0.775	0.361	0	0
EmuJ_000319600.1	OTHER	S	1	1	XXX	0	1	0.240	0.705	0.613	0	0
EmuJ_000320400.1	OTHER	_	1	1	XXX	0	1	0.896	0.694	0.716	0	0
EmuJ_000320500.1	OTHER	M	0	0	XXX	0	0	0.060	0.189	0.062	0	0
EmuJ_000323900.1	OTHER	_	1	1	XXX	0	1	0.337	0.667	0.433	0	0
EmuJ_000324400.1	OTHER	_	0	1	XXX	0	0	0.429	0.208	0.310	0	0
EmuJ_000324500.1	OTHER	M	1	1	XXX	1	1	0.596	0.921	0.781	0	0
EmuJ_000328600.1	OTHER	_	0	1	XXX	0	0	0.029	0.428	0.053	0	0
EmuJ_000328700.1	OTHER	_	0	0	XXX	0	0	0.049	0.130	0.032	0	0
EmuJ_000329700.1	OTHER	_	0	0	XXX	0	0	0.527	0.293	0.171	0	0
EmuJ_000330400.1	OTHER	S	0	0	XXX	0	0	0.060	0.294	0.052	0	0
EmuJ_000335100.1	OTHER	_	0	0	XXX	0	0	0.010	0.102	0.054	0	0
EmuJ_000335600.1	OTHER	_	1	1	XXX	1	1	0.858	0.930	0.938	1	0
EmuJ_000335875.1	OTHER	M	0	0	XXX	0	0	0.046	0.136	0.032	0	0
EmuJ_000336000.1	OTHER	S	1	1	XXX	0	1	0.922	0.878	0.916	0	1
EmuJ_000336100.1	OTHER	_	1	1	XXX	0	0	0.064	0.213	0.049	0	1
EmuJ_000337700.1	OTHER	_	0	0	XXX	0	0	0.381	0.379	0.608	0	0
EmuJ_000339700.1	OTHER	_	0	0	XXX	1	0	0.547	0.536	0.729	0	0
EmuJ_000340300.1	OTHER	M	0	1	XXX	1	0	0.485	0.825	0.824	0	0
EmuJ_000342200.1	OTHER	S	0	1	XXX	0	1	0.853	0.795	0.527	0	0
EmuJ_000342500.1	OTHER	_	1	1	XXX	0	1	0.028	0.189	0.020	0	1
EmuJ_000343100.1	OTHER	_	0	1	XXX	0	0	0.218	0.667	0.560	0	0
EmuJ_000343300.1	OTHER	_	0	1	XXX	0	0	0.117	0.142	0.488	1	0
EmuJ_000344000.1	OTHER	_	0	0	XXX	0	0	0.047	0.623	0.148	0	0
EmuJ_000344400.1	OTHER	_	1	1	XXX	1	1	0.957	0.962	0.984	0	0
EmuJ_000345500.1	OTHER	S	0	1	XXX	0	0	0.189	0.454	0.143	0	0
EmuJ_000346600.1	OTHER	_	0	1	XXX	0	0	0.157	0.474	0.492	0	0
EmuJ_000347900.1	OTHER	_	0	0	XXX	0	0	0.495	0.474	0.482	1	0
EmuJ_000349300.1	OTHER	M	1	1	XXX	0	1	0.924	0.846	0.946	0	0
EmuJ_000349400.1	OTHER	S	1	1	XXX	0	0	0.585	0.799	0.390	0	0
EmuJ_000350700.1	OTHER	M	1	1	XXX	1	1	0.822	0.855	0.970	0	0
EmuJ_000350800.1	OTHER	M	0	0	XXX	0	0	0.185	0.289	0.426	0	0
